_id	projectname	assignee	summary	description	type_id	type_name	labels	priority_id	priority_name	status_id	status_name
12428841	DERBY	mikem	Intermittent failure in 'store/updatelocks.sql' on Windows Vista	"*** Start: updatelocks jdk1.6.0_06 storemats:storemats 2009-06-24 23:16:00 ***
23201 del
< APP     |UserTran|ROW     |1   |X   |A           |(2,6)     |GRANT|ACTIVE  
23201a23201
> APP     |UserTran|ROW     |2   |X   |A           |(2,6)     |GRANT|ACTIVE  
Test Failed.
*** End:   updatelocks jdk1.6.0_06 storemats:storemats 2009-06-24 23:16:27 ***

See http://dbtg.thresher.com/derby/test/Daily/jvm1.6/testing/testlog/vista/788063-derbyall_diff.txt"	1	Bug	derby_backport_reject_10_5	4	Minor	6	Closed
12428993	PIG	ashutoshc	Performance: Unnnecessary computation in FRJoin	"In POFRJoin implementation POLocalRearrange is used to extract join keys from the input tuples. If keys match then to perform actual join input tuples are fed to Foreach which does a cross on its inputs. After keys are extracted using POLocalRearrange output; function getValueTuple(POLocalRearrange lr, Tuple tuple) is called to reconstruct the input tuple. It seems that this function call is unnecessary since we already have input tuple at that time. 

This is not a bug, but since this function would get called for every tuple, if it is eliminated, it should certainly help to improve performance. "	4	Improvement	Performance	4	Minor	1	Open
12429093	QPID	aidan	widen viewMessages(int From, int To) AMQQueueMBean method to use Long values	"The viewMessages() operation is inherently limited to viewing the first 2^31 undelivered messages on the queue at any given time due to its use of int parameters. Equally, getMessageCount() returns an int value. However, the SimpleAMQQueue implementation is not limited to 2^31 messages and so there is potential that not all messages can be viewed.

This should be rectified by increasing the parameter range to Long. The viewMessages() implementation will then be limited to viewing ANY 2^31 messages on the queue as the TabularData OpenData result sets used to support generic JMX clients are also fixed in size by an int index."	7	Sub-task	legacy-jmx-console	4	Minor	6	Closed
12429374	QPID	aidan	add status bar for feedback reports	add status bar for feedback reports	7	Sub-task	legacy-jmx-console	3	Major	6	Closed
12429378	QPID	aidan	gather list of available exchange types from broker instead of hardcoding in console		7	Sub-task	legacy-jmx-console	3	Major	6	Closed
12429379	QPID	aidan	expose ability to delete arbitrary message from queue	Currently you can only delete the first message on a queue. It would be useful if you could instead delete an arbitrary message of your choice. The queue implementation supports this but it is not currently exposed through JMX. It will be exposed as an operation and support added to the new management console UI.	7	Sub-task	legacy-jmx-console	3	Major	6	Closed
12429420	QPID	aidan	per-virtualhost notification areas show all notifications sent by the server	The console offers per-virtualhost notification areas, however these show all notifications sent by the server instead of just those related to the virtual host being examined	7	Sub-task	legacy-jmx-console	3	Major	6	Closed
12429789	RAMPART	robertlazarski	Allow custom https listeners to populate the client certificate chain in the message context	Https transport listeners should be allowed to provide access to the client certificate chain (eg. Axis2 NIO SSL transport listener)	7	Sub-task	Patch	4	Minor	1	Open
12429936	QPID	aidan	No way back from object view	It would be easier to navigate through objects (such as queues) if there was a quick way to get back to the list you were in without having to re-navigate, a la the back button in other browser-type things. 	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12429940	QPID	ritchiem	New list views in MC should allow multiple selection	"The jmx_mc_gsoc09 branch MC has a great new feature that provides table lists of data. It would be great if the these list views would allow multiple selection.

In the LoggingManagement window this could allow several loggers to be set to a new level at the same time.

In the UserManagement panel multiple selection should be allowed so that they may be bulk deleted or have access rights bulk set.

In the VirtualHostManager multiple selection would allow for bulk deletion.

In the Exchange,Queue,Connection sections this would allow for builk adding to favourites.


"	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12430046	QPID	aidan	Expose message copying ability through JMX	The Queue implementations support the ability of copying messages to another queue, but this is not exposed through the relevant JMX MBean. This should be exposed as JMX operation and supported in the new management console UI.	2	New Feature	legacy-jmx-console	3	Major	6	Closed
12430123	HADOOP	pooja.gupta	Implement moveToLocal  HDFS command	"Surprisingly  executing HDFS FsShell command -moveToLocal outputs  - ""Option '-moveToLocal' is not implemented yet.""

 
{code}
statepick-lm:Hadoop rphulari$ bin/hadoop fs -moveToLocal bt t
Option '-moveToLocal' is not implemented yet.
{code}"	4	Improvement	newbie	4	Minor	10002	Patch Available
12430347	LUCENE	thetaphi	MMapDirectory should only mmap large files, small files should be opened using SimpleFS/NIOFS	"This is a followup to LUCENE-1741:
Javadocs state (in FileChannel#map): ""For most operating systems, mapping a file into memory is more expensive than reading or writing a few tens of kilobytes of data via the usual read and write methods. From the standpoint of performance it is generally only worth mapping relatively large files into memory.""
MMapDirectory should get a user-configureable size parameter that is a lower limit for mmapping files. All files with a size<limit should be opened using a conventional IndexInput from SimpleFS or NIO (another configuration option for the fallback?)."	4	Improvement	dead	3	Major	1	Open
12430377	QPID	ritchiem	lib jars moved to wrong location for client and broker binary releases 	When running ant with the 'release-bin' target to generate the client and broker (and JMX MC) binary release archives in java/client/release and java/broker/release, the lib jars are incorrectly put in the root of the package directory instead of in the lib/ sub-directory.	1	Bug	ant_build_system	3	Major	6	Closed
12430656	QPID	aidan	remove the containing Type folders for the top-level single mbeans in the server navigation tree	There are mbeans presented at the top level of the server navigation tree, eg User Management, Logging Management etc. These are contained in a folder indicating their type, which makes the navigation tree larger and more cumbersome to interact with, and so they should be removed to expose the mbean directly.	4	Improvement	legacy-jmx-console	3	Major	6	Closed
12430514	QPID	aidan	provide ability to determine queue order of messages when viewing via JMX	"It is not currently possible to determine the queue order of messages (which may not equal their respective IDs due to moving messages etc) from the results returned by the JMX interface, as the TabularData OpenData container does not provide ordering.

A 'queue position' field will be added to the result set to allow sorting by queue order in future"	2	New Feature	legacy-jmx-console	3	Major	6	Closed
12430527	CMIS	gcolumbro	Arrange shapshots deploy to http://incubator.apache.org/chemistry/ 	"Arrange automated deployment to incubator.apache.org as discussed here http://www.mail-archive.com/chemistry-dev@incubator.apache.org/msg00397.html.
"	4	Improvement	documentation, maven, site	4	Minor	5	Resolved
12430813	DERBY	lilywei	With derby client setTransactionIsolation executes and commits even if isolation has not changed 	"With in EmbedConnection.setIsolation() we have a check to see if the isolation level is the same and if so just return without doing a commit:
  public void setTransactionIsolation(int level) throws SQLException {

		if (level == getTransactionIsolation())
			return;


with org.apache.derby.client.am.Connection we have no such check. It would be good if the client driver acted like embedded.
"	4	Improvement	derby_backport_reject_10_6	4	Minor	6	Closed
12431001	MAPREDUCE	amar_kamat	[Rumen] Need a standalone JobHistory log anonymizer	Job history logs contain a rich set of information that can help understand and characterize cluster workload and individual job execution. Examples of work that parses or utilizes job history include HADOOP-3585, MAPREDUCE-534, HDFS-459, MAPREDUCE-728, and MAPREDUCE-776. Some of the parsing tools developed in previous work already contains a component to anonymize the logs. It would be nice to combine these effort and have a common standalone tool that can anonymizes job history logs and preserve much of the structure of the files so that existing tools on top of job history logs continue work with no modification.	2	New Feature	anonymization, rumen	3	Major	6	Closed
12430835	DERBY	rhillegas	Attempt to reuse streams in client on insert gives protocol exception and inserts wrong data	"If a user attempts to reuse a stream set as a parameter to a prepared statement, the statement execution should fail with SQL State XJ001.  Instead client fails with a protocol error and inserts wrong data. See the attached java program ReproReuseStream.java for a reproduction.
[C:/kmarsden/repro/reusestream] java ReproReuseStream
Insert row 1
Try to insert row 2 with reused streams
java.sql.SQLException: Network protocol error: end of stream prematurely reached, parameter #4.  Remaining data has been
 padded with 0x0.
        at org.apache.derby.client.am.SQLExceptionFactory40.getSQLException(SQLExceptionFactory40.java:96)
        at org.apache.derby.client.am.SqlException.getSQLException(SqlException.java:358)
        at org.apache.derby.client.am.PreparedStatement.executeUpdate(PreparedStatement.java:399)
        at ReproReuseStream.main(ReproReuseStream.java:41)
Caused by: org.apache.derby.client.am.SqlException: Network protocol error: end of stream prematurely reached, parameter
 #4.  Remaining data has been padded with 0x0.
        at org.apache.derby.client.net.Request.writePlainScalarStream(Request.java:490)
        at org.apache.derby.client.net.Request.writeScalarStream(Request.java:264)
        at org.apache.derby.client.net.NetStatementRequest.buildEXTDTA(NetStatementRequest.java:951)
        at org.apache.derby.client.net.NetStatementRequest.writeExecute(NetStatementRequest.java:147)
        at org.apache.derby.client.net.NetPreparedStatement.writeExecute_(NetPreparedStatement.java:178)
        at org.apache.derby.client.am.PreparedStatement.writeExecute(PreparedStatement.java:1801)
        at org.apache.derby.client.am.PreparedStatement.flowExecute(PreparedStatement.java:2031)
        at org.apache.derby.client.am.PreparedStatement.executeUpdateX(PreparedStatement.java:404)
        at org.apache.derby.client.am.PreparedStatement.executeUpdate(PreparedStatement.java:390)
        ... 1 more
Go ahead and commit so we can see the wrong data.
ID         |MNAME
                    |MVALUE     |BYTEDATA
                                         |CHARDATA

------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------
1          |mname
                    |0          |636363636363636363636363636363636363636363636363636363636363636363636363636363636363636
3636363636363636363636363636363636363636&|cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc
ccccccccccccccccccccccccccccccccccccccccccccccccc&
2          |mname
                    |0          |000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0000000000000000000000000000000000000000&|
                                                 &

To workaround the issue users should not attempt to reuse streams but we should give a better message and not insert wrong data.

The code was extracted from StreamingColumnTest testDerby500 but the commits were removed.
"	1	Bug	derby_backport_reject_10_6	3	Major	6	Closed
12431005	QPID	aidan	auto-refresh mechanism can generate NPE during application shutdown	The automated refreshing mechanism can generate a NullPointerException if the application shutdown is timed such that a refresh is attempted during the shutdown process.	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12431007	QPID	aidan	Notification tabs all start a thread on creation, and never halt them	The Notification areas/tabs start an update thread upon creation and have it loop forever, continually sleeping if the view is not visible. This thread isnt destroyed even after the view is disposed of, and so viewing each individual MBean results in an additional background thread.	1	Bug	legacy-jmx-console	2	Critical	6	Closed
12431078	OFBIZ	lektran	Security :  The remote web server is prone to cross-site scripting attacks.	"The pollbox seems to be subjet to request argument injection, without any strip of html tags (ex : <script>).

Nessus scan log :


Web Server Generic XSS

Synopsis :

The remote web server is prone to cross-site scripting attacks.

Description :

The remote host is running a web server that fails to adequately
sanitize request strings of malicious JavaScript. By leveraging this
issue, an attacker may be able to cause arbitrary HTML and script code
to be executed in a user's browser within the security context of the
affected site.

See also :

http://en.wikipedia.org/wiki/Cross-site_scripting

Solution :

Contact the vendor for a patch or upgrade.

Risk factor :

Medium / CVSS Base Score : 4.3
(CVSS2#AV:N/AC:M/Au:N/C:N/I:P/A:N)

Plugin output :

The request string used to detect this flaw was :

/?<script>cross_site_scripting.nasl</script>

The output was :

HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
X-Powered-By: JSP/2.1
Set-Cookie: OFBiz.Visitor=12065; Expires=Wed, 21-Jul-2010 21:31:20 GMT; Path=/
Content-Type: text/html;charset=UTF-8
Transfer-Encoding: chunked
Date: Tue, 21 Jul 2009 21:31:19 GMT


[...]
<h3>Mouse Hand Poll</h3>
<div class=""screenlet-body"">
<form method=""post"" action=""/control/minipoll/main"" style=""margin: 0;"">
<input type=""hidden"" name=""<script>cross_site_scripting.nasl</script>"" value=""""/>
<input type=""hidden"" name=""surveyId"" value=""1004""/>
<table width=""100%"" border=""0"" cellpadding=""2"" cellspacing=""0"">
[...]

CVE : CVE-2002-1060, CVE-2003-1543, CVE-2005-2453, CVE-2006-1681
BID : 5305, 7344, 7353, 8037, 14473, 17408
Other references : OSVDB:4989, OSVDB:18525, OSVDB:24469, OSVDB:42314

Nessus ID : 10815"	7	Sub-task	CVE	2	Critical	6	Closed
12430960	DERBY	kmarsden	hang in suites.all with ibm 1.5 on AIX after ttestDefaultProperties	"The test run for 10.5.2.0 hung in suites.All. The console output (the run was with -Dderby.tests.trace=true) showed ttestDefaultProperties had successfully completed but the run was halted.
ps -eaf | grep java showed the process that kicked off suites.All, and a networkserver process with the following flags:
- classpath <classpath including derby.jar, derbytools.jar, derbyclient.jar, derbynet.jar, derbyTesting.jar, derbyrun.jar, derbyTesting.jar and junit.jar> -Dderby.drda.logConnections= -Dderby.drda.traceAll= -Dderby.drda.traceDirectory= -Dderby.drda.keepAlive= -Dderby.drda.timeSlice= -Dderby.drda.host= -Dderby.drda.portNumber= -derby.drda.minThreads= -Dderby.drda.maxThreads= -Dderby.drda.startNetworkServer= -Dderby.drda.debug= org.apache.derby.drda.NetworkServerControl start -h localhost -p 1527
This process had been sitting for 2 days.
After killing the NetworkServerControl process, the test continued successfully (except for DERBY-4186, fixed in trunk), but the following was put out to the console:
 START-SPAWNED:SpawnedNetworkServer STANDARD OUTPUT: exit code=137
2009-07-18 03:16:07.157 GMT : Security manager installed using the Basic server
security policy.
2009-07-18 03:16:09.169 GMT : Apache Derby Network Server - 10.5.2.0 - (794445)
started and ready to accept connections on port 1527
END-SPAWNED  :SpawnedNetworkServer STANDARD OUTPUT:

"	1	Bug	derby_backport_reject_10_5	3	Major	6	Closed
12431008	QPID	aidan	Notifications view clears the table and forces deselection at every refresh	Notifications view clears the table and forces deselection at every refresh	1	Bug	legacy-jmx-console	3	Major	6	Closed
12431014	YARN	djp	When killing a task, we don't always need to send a subsequent SIGKILL	In both TaskController/LinuxTaskController, while killing tasks, first a SIGTERM and then a subsequent SIGKILL. We don't need to send the SIGKILL always. It can be avoided when the SIGTERM command (kill pid for process or kill -- -pid for session) returns a non-zero exit code, i.e. when the signal is not sent successfully because process/process group doesn't exist. 'man 2 kill' says exit code is non-zero only when process/process group is not alive or invalid signal is specified or the process doesn't have permissions. The last two don't happen in mapred code.	4	Improvement	newbie	3	Major	1	Open
12431143	QPID	aidan	retrieving attributes for the queue selection list takes excessively long with large numbers of queues	Retrieving attributes for the queue selection list takes excessively long with a large (eg 10k) number of queues, freezing the interface for several seconds. This is due to the sheer number of RPC calls that have to be made to retrieve the data, so a method will be added to the JMX mbeans to allow collection of the information in a single call, and the console adapted accordingly.	4	Improvement	legacy-jmx-console	2	Critical	6	Closed
12431055	HIVE	teddy.choi	optimize UDF split	"Min Zhou added a comment - 21/Jul/09 07:34 AM
It's very useful for us .
some comments:

   1. Can you implement it directly with Text ? Avoiding string decoding and encoding would be faster. Of course that trick may lead to another problem, as String.split uses a regular expression for splitting.
   2. getDisplayString() always return a string in lowercase.

[ Show » ]
Min Zhou added a comment - 21/Jul/09 07:34 AM It's very useful for us . some comments:

   1. Can you implement it directly with Text ? Avoiding string decoding and encoding would be faster. Of course that trick may lead to another problem, as String.split uses a regular expression for splitting.
   2. getDisplayString() always return a string in lowercase.


[ Permlink | « Hide ]
Namit Jain added a comment - 21/Jul/09 09:22 AM
Committed. Thanks Emil
[ Show » ]
Namit Jain added a comment - 21/Jul/09 09:22 AM Committed. Thanks Emil

[ Permlink | « Hide ]
Emil Ibrishimov added a comment - 21/Jul/09 10:48 AM
There are some easy (compromise) ways to optimize split:

1. Check if the regex argument actually contains some ""regex specific characters"" and if it doesn't, do a straightforward split without converting to strings.
2. Assume some default value for the second argument (for example - split(str) to be equivalent to split(str, ' ') and optimize for this value
3. Have two separate split functions - one that does regex and one that splits around plain text.

I think that 1 is a good choice and can be done rather quickly.
[ Show » ]
Emil Ibrishimov added a comment - 21/Jul/09 10:48 AM There are some easy (compromise) ways to optimize split: 1. Check if the regex argument actually contains some ""regex specific characters"" and if it doesn't, do a straightforward split without converting to strings. 2. Assume some default value for the second argument (for example - split(str) to be equivalent to split(str, ' ') and optimize for this value 3. Have two separate split functions - one that does regex and one that splits around plain text. I think that 1 is a good choice and can be done rather quickly.
"	1	Bug	optimization	3	Major	5	Resolved
12431122	QPID	aidan	the Clear button in each VirtualHost Notifications area still clears all server-wide Notifications	The VirtualHost Notifications areas usedto display all Notifications for the entire server, but have now been restricted to those only for the specific VirtualHost in question. However, the clear button in each VirtualHost Notifications area still clears all server-wide Notifications as before.	1	Bug	legacy-jmx-console	3	Major	6	Closed
12431345	QPID	aidan	change the Fanout Exchange JMX bindings() results to return a single binding entry with all bound queues	"The Fanout Exchange JMX MBean currently returns a series of CompositeData elements containing the queue name and an array also containing the queue name. This produces a results view whereby there is a 'binding key' for every queue bound to the exchange (when infact no binding key at all is used for the exchange), each associated with the single queue.

To be more representative of the actual process within the exchange, this will be changed to return a single CompositeData element within the TabularData which contains a 'wildcard binding' with all the queue names in the associated list, indicating all bound queues are enqueued to."	4	Improvement	legacy-jmx-console	3	Major	6	Closed
12431373	QPID	aidan	enable opening queues and exchanges directly from other mbean views	Some of the mbeans (eg VirtualHostManager and Exchanges) list queues in their results. As it is now possible to open mbeans without adding them to the navigation tree it would be useful if you could double click on the queue etc names in other mbeans and have them open for viewing.	4	Improvement	legacy-jmx-console	4	Minor	6	Closed
12431332	QPID	astitcher	On shutting down the broker, the connection state of active connections is not freed	"The IO layer (e.g. AsynchIOHandler for TCP) creates and holds a ConnectionCodec object by pointer for each connection. All connection state is rooted in that object. However for connections that are active when the broker is shutdown, those objects and all their internal state, is not freed but is leaked.

As the broker is shutting down anyway, the leak is not nice but not critical (henc I've marked this as minor rather than major). However it can lead to e.g. Queue destructors not being called etc. "	1	Bug	leak	4	Minor	4	Reopened
12431391	HIVE	rmsmani@gmail.com	add UDFquote	"add UDFquote

look at

http://dev.mysql.com/doc/refman/5.0/en/func-op-summary-ref.html

for details"	2	New Feature	pull-request-available, todoc4.0, udf	3	Major	6	Closed
12431594	DERBY	knutanders	test failure in lang.ErrorMessageTest with IBM iseries IBM 1.5	"There was this error during the 10.5.2.0 test run - when the ErrorMessageTest was run by itself later there was no problem, and neither did this show up during the ibm 1.6 run:

1) testDeadlockTimeout(org.apache.derbyTesting.functionTests.tests.lang.ErrorMessageTest)junit.framework.ComparisonFailure: Not a deadlock expected:<...001> but was:<...XL2>"	1	Bug	derby_triage10_8	4	Minor	6	Closed
12431644	QPID	aidan	new UI dialogs open in the upper left corner of the screen on Windows	Several parts of the new UI include custom dialogs for taking user input. On Linux these new shells open in the centre of the parent however, in WIndows they instead open at or near the upper left corner of the screen the application is running. They should instead be centred on the application or the monitor.	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12431664	HIVE	jvs	Hive HBase Integration (umbrella)	Add a serde over the hbase's tables, so that hive can analyse the data stored in hbase easily.	2	New Feature	HiveHBase	3	Major	6	Closed
12431778	LUCENE	thetaphi	NumericRange support for new query parser	"It would be good to specify some type of ""schema"" for the query parser in future, to automatically create NumericRangeQuery for different numeric types? It would then be possible to index a numeric value (double,float,long,int) using NumericField and then the query parser knows, which type of field this is and so it correctly creates a NumericRangeQuery for strings like ""[1.567..*]"" or ""(1.787..19.5]"".

There is currently no way to extract if a field is numeric from the index, so the user will have to configure the FieldConfig objects in the ConfigHandler. But if this is done, it will not be that difficult to implement the rest.

The only difference between the current handling of RangeQuery is then the instantiation of the correct Query type and conversion of the entered numeric values (simple Number.valueOf(...) cast of the user entered numbers). Evenerything else is identical, NumericRangeQuery also supports the MTQ rewrite modes (as it is a MTQ).

Another thing is a change in Date semantics. There are some strange flags in the current parser that tells it how to handle dates."	2	New Feature	contrib, gsoc, gsoc2011, lucene-gsoc-11, mentor	3	Major	6	Closed
12431786	QPID	aidan	Previous/Next N Message button in queue browser should take current size as step size	"It would be clearer to calculate the size of the currently displayed range of messages and use that for the size of messages the next/previous buttons step through. So if you displayed messages 20-30 you'd have ""previous 10"" and ""next 10"" buttons. "	4	Improvement	legacy-jmx-console	3	Major	6	Closed
12431788	QPID	aidan	Add ability to configure attributes shown on queue list	"The information about a queue displayed on the VirtualHost queue list view  that a user would find useful varies by use case. It would be good to provide a means for any queue attribute to be added or removed from this view. 

The list of attributes should be persisted between invocations of the management console and should be shared across all instances of the queue view, not just per virtualhost or per broker. "	4	Improvement	legacy-jmx-console	3	Major	6	Closed
12431645	QPID	aidan	queue names are not sorted when presented for user selection in some new UI dialogs	queue names are not sorted when presented for user selection in some new UI dialogs	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12431649	QPID	aidan	password fields are not masked in the new UserManagement UI	password fields are not masked in the new UserManagement UI	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12431854	HADOOP	yuzhihong@gmail.com	"""package"" task in build.xml should copy source with preservelastmodified"	In the package task, it copies the source to dist.dir without using preservelastmodified=true. This can cause issues with the autotools configure process for the C++ builds. Namely, it will sometimes think the configure script is out of date with respect to its source files and try to re-bootstrap, which relies on particular versions of autotools on the building computer. This isn't something that should be required for those wanting to build from a distribution tarball.	1	Bug	newbie	3	Major	5	Resolved
12432069	ZOOKEEPER	phunt	c client logs an invalid error when zookeeper_init is called with chroot	"The C client logs this error message when zookeeper_init is called with chroot. 

2009-08-03 18:14:29,130:6624(0x5e66e950):ZOO_ERROR@sub_string@730: server path  does not include chroot path /chroot

I'll attach a simple program to reproduce this.

Thanks!
--Michi"	1	Bug	logging	4	Minor	6	Closed
12431787	QPID	aidan	Clear notifications should prompt when clearing all of them	"The clear notifications button removes all the notifications if none are selected. This is a good choice of behaviour, but could be made safer with a ""are you sure? yes/no"" prompt in case of user error. "	4	Improvement	legacy-jmx-console	3	Major	6	Closed
12431789	QPID	aidan	Reload Log4J configuration file	After changing the log4j configuration file through the management console it would be good to be able to force a reload of the file without having to have the watch interval configured. 	4	Improvement	legacy-jmx-console	3	Major	6	Closed
12431877	TAP5	hlship	Server side error during provideCompletions event for Autocompleter mixin is not reported on the client side properly	"You would expect that the console would be raised to display the Ajax error (as happens with, say, a Zone update) but instead you get no notification and some wierd presentation oddities (I believe because the autocompleter is expecting an <UL> markup snippet, and instead recieves the exception report page!).

It may just be time to find a complete replacement for the Scriptaculous.Autocompleter."	1	Bug	bulk-close-candidate	4	Minor	6	Closed
12432438	QPID	aidan	AddUser operation in the new UserManagement UI does not MD5 hash the password when connected to pre-0.5 brokers	Older brokers (pre 0.5) require the user password to be presented by the console in MD5 hashed format. This was changed to plain text in 0.5 when the PlainPasswordFilePrincipleDatabase was updated to allow manipulation using the management console. As a result, the console must detect the broker management API version and send the appropriate content when creating users on older brokers. The new UI is currently not doing this (although does when altering the password).	1	Bug	legacy-jmx-console	2	Critical	6	Closed
12432457	DERBY	lilywei	ASSERT FAILED calling setTransactionIsolation checking isolation_ == level   on  pooled connection	"For DERBY-4314, I thought I would do a little testing to understand the server round trips in various scenarios for pooled connections.  So I wrote the small attached program ConnReuse.java and hit this assertion in client:


Exception in thread ""main"" org.apache.derby.shared.common.sanity.AssertFailure: ASSERT FAILED
        at org.apache.derby.shared.common.sanity.SanityManager.ASSERT(SanityManager.java:98)
        at org.apache.derby.client.am.Connection.setTransactionIsolationX(Connection.java:987)
        at org.apache.derby.client.am.Connection.setTransactionIsolation(Connection.java:915)
        at org.apache.derby.client.am.LogicalConnection.setTransactionIsolation(LogicalConnection.java:253)
        at TestConnReuse.main(TestConnReuse.java:32)
---------------

To run the program on trunk:
java org.apache.derby.drda.NetworkServerControl start
java TestConnReuse.

This needs more investigation, but I thought I would go ahead and log the bug.  I tried this only on  trunk.  I  have not yet
- Tried it on the branches.
- Tried it with Lily's DERBY-4314 patch.
- Tried it with embedded.
- Tried actually doing something with the prior logical connection which might be related.

"	1	Bug	derby_backport_reject_10_5, derby_backport_reject_10_6	4	Minor	6	Closed
12431960	MAHOUT	srowen	ARFF VectorIterable	"Convert ARFF to Vector.  See http://www.cs.waikato.ac.nz/~ml/weka/arff.html

Create a VectorIterable implementation for ARFF."	2	New Feature	MAHOUT_INTRO_CONTRIBUTE	4	Minor	6	Closed
12432642	QPID	aidan	navigation tree node doesnt auto-expand upon connection when adding a new server	The navigation tree node for a server doesnt auto-expand upon connection when adding a new server, but does when reconnecting an existing server.	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12432054	QPID	aidan	Clear queue doesn't clear acquired messages which is a little confusing if that's all there is.	The clear queue button prompts but doesn't actually clear the queue. I suspect because all the messages have been acquired by consumers. This should probably display a better error message if there are acquired messages which can't be cleared. An int return of uncleared ones maybe?	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12432080	QPID	aidan	provide new icons to distinguish the various 'manager' mbeans	The console currently uses the same icon for all the mbean objects in the navigation tree. It would be helpful if the various 'manager' mbeans were visually identifiable.	4	Improvement	legacy-jmx-console	5	Trivial	6	Closed
12432786	QPID	aidan	create a new JMX management console testing spec	The updated UI for the console has  rendered the testing spec even further out of date, and a new one should be created.	3	Task	legacy-jmx-console	3	Major	6	Closed
12432787	QPID	aidan	create a new JMX management console user guide	The updated UI for the console has rendered the user guide even further out of date, and a new one should be created.	3	Task	legacy-jmx-console	3	Major	6	Closed
12433007	ODE	vanto	Compiler should throw a meaningful error if <from>/<to> expression is empty	"If the expression is empty, the only error message is from the expression compiler and is quite confusing:

java.lang.IllegalStateException: XPath string and xpath node are both null
    at org.apache.ode.bpel.elang.xpath20.compiler.XPath20ExpressionCompilerImpl.doJaxpCompile.

Fixing this issue will also help if a copy and paste engineer added a BPEL 1.1 <from expression=""someexp""/> to a BPEL 2.0 process ;)"	1	Bug	patch	3	Major	1	Open
12433597	HDFS	qwertymaniac	documentation for dfsadmin, datanode, etc is using bin/hadoop instead of bin/hdfs	forest documentation is using bin/hadoop for dfsadmin command help instead of bin/hdfs	1	Bug	newbie	3	Major	5	Resolved
12433051	MAPREDUCE	tucu00	Documentation for config to set map/reduce task environment	"HADOOP-2838 added mapred.child.env to allow users to set the map/reduce tasks' environment.

MAPREDUCE-478 will break that into mapred.map.child.env and mapred.reduce.child.env. We need to add documentation (forrest) for these knobs."	1	Bug	newbie	3	Major	6	Closed
12433169	HIVE	he yongqiang	add hive.intermediate.compression.codec option	"Hive uses the jobconf compression codec for all map-reduce jobs. This includes both mapred.map.output.compression.codec and mapred.output.compression.codec.

In some cases, we want to distinguish between the codec used for intermediate map-reduce jobs (that produces intermediate data between jobs) and the final map-reduce jobs (that produces data stored in tables).

For intermediate data, lzo might be a better fit because it's much faster; for final data, gzip might be a better fit because it saves disk spaces.

We should introduce two new options:
{code}
hive.intermediate.compression.codec=org.apache.hadoop.io.compress.LzoCodec
hive.intermediate.compression.type=BLOCK
{code}
And use these 2 options to override the mapred.output.compression.* in the FileSinkOperator that produces intermediate data.

Note that it's possible that a single map-reduce job may have 2 FileSInkOperators: one produces intermediate data, and one produces final data. So we need to add a flag to fileSinkDesc for that.
"	4	Improvement	compression	3	Major	6	Closed
12433251	QPID	aidan	the Add To Favourites and Open Queue buttons stop working after changing the attribute selection on the Queues selection view	the Add To Favourites and Open Queue buttons stop working after changing the attribute selection on the Queues selection view. This is because changing the attributes involves recreating the table and the selection listeners are no longer attached to the table in view.	1	Bug	legacy-jmx-console	4	Minor	6	Closed
12433252	MAPREDUCE	ajisakaa	harchive: Document how to unarchive	"I was thinking of implementing harchive's 'unarchive' feature, but realized it has been implemented already ever since harchive was introduced.
It just needs to be documented."	4	Improvement	newbie	4	Minor	6	Closed
