assignee	assignee_id
JIRAUSER302612	1160
JIRAUSER302619	1161
JIRAUSER302628	1162
JIRAUSER302630	1163
JIRAUSER302644	1164
JIRAUSER302647	1165
JIRAUSER302649	1166
JIRAUSER302651	1167
JIRAUSER302666	1168
JIRAUSER302670	1169
JIRAUSER302680	1170
JIRAUSER302696	1171
JIRAUSER302698	1172
JIRAUSER302703	1173
JIRAUSER302705	1174
JIRAUSER302720	1175
JIRAUSER302731	1176
JIRAUSER302762	1177
JIRAUSER302764	1178
JIRAUSER302782	1179
JIRAUSER302787	1180
JIRAUSER302860	1181
JIRAUSER302863	1182
JIRAUSER302880	1183
JIRAUSER302886	1184
JIRAUSER302927	1185
JIRAUSER302976	1186
JIRAUSER302977	1187
JIRAUSER302978	1188
JIRAUSER302983	1189
JIRAUSER302985	1190
JIRAUSER302999	1191
JIRAUSER303000	1192
JIRAUSER303027	1193
JIRAUSER303028	1194
JIRAUSER303102	1195
JIRAUSER303113	1196
JIRAUSER303121	1197
JIRAUSER303124	1198
JIRAUSER303138	1199
JIRAUSER303238	1200
JIRAUSER303240	1201
JIRAUSER303265	1202
JIRAUSER303283	1203
JIRAUSER303336	1204
JIRAUSER303362	1205
JIRAUSER303372	1206
JIRAUSER303394	1207
JIRAUSER303412	1208
JIRAUSER303422	1209
JIRAUSER303435	1210
JIRAUSER303459	1211
JIRAUSER303478	1212
JIRAUSER303481	1213
JIRAUSER303522	1214
JIRAUSER303538	1215
JIRAUSER303543	1216
JIRAUSER303544	1217
JIRAUSER303549	1218
JIRAUSER303560	1219
JIRAUSER303568	1220
JIRAUSER303569	1221
JIRAUSER303580	1222
JIRAUSER303597	1223
JIRAUSER303598	1224
JIRAUSER303608	1225
JIRAUSER303650	1226
JIRAUSER303667	1227
JIRAUSER303668	1228
JIRAUSER303671	1229
JIRAUSER303672	1230
JIRAUSER303682	1231
JIRAUSER303705	1232
JIRAUSER303707	1233
JIRAUSER303719	1234
JIRAUSER303732	1235
JIRAUSER303737	1236
JIRAUSER303739	1237
JIRAUSER303740	1238
JIRAUSER303744	1239
JIRAUSER303745	1240
JIRAUSER303746	1241
JIRAUSER303751	1242
JIRAUSER303768	1243
JIRAUSER303789	1244
JIRAUSER303791	1245
JIRAUSER303802	1246
JIRAUSER303823	1247
JIRAUSER303843	1248
JIRAUSER303850	1249
JIRAUSER303852	1250
JIRAUSER303856	1251
JIRAUSER303858	1252
JIRAUSER303859	1253
JIRAUSER303863	1254
JIRAUSER303866	1255
JIRAUSER303902	1256
JIRAUSER303922	1257
JIRAUSER303924	1258
JIRAUSER303931	1259
JIRAUSER303963	1260
JIRAUSER303967	1261
JIRAUSER303984	1262
JIRAUSER303988	1263
JIRAUSER304040	1264
JIRAUSER304048	1265
JIRAUSER304051	1266
JIRAUSER304054	1267
JIRAUSER304084	1268
JIRAUSER304089	1269
JIRAUSER304091	1270
JIRAUSER304135	1271
JIRAUSER304154	1272
JIRAUSER304162	1273
JIRAUSER304178	1274
JIRAUSER304222	1275
JIRAUSER304233	1276
JIRAUSER304241	1277
JIRAUSER304308	1278
JIRAUSER304315	1279
JIRAUSER304326	1280
JIRAUSER304336	1281
JIRAUSER304339	1282
JIRAUSER304340	1283
JIRAUSER304341	1284
JIRAUSER304344	1285
JIRAUSER304347	1286
JIRAUSER304361	1287
JIRAUSER304393	1288
JIRAUSER304403	1289
JIRAUSER304414	1290
JIRAUSER304417	1291
JIRAUSER304418	1292
JIRAUSER304421	1293
JIRAUSER304428	1294
JIRAUSER304446	1295
JIRAUSER304464	1296
JIRAUSER304478	1297
JIRAUSER304479	1298
JIRAUSER304485	1299
JIRAUSER304488	1300
JIRAUSER304495	1301
JIRAUSER304514	1302
JIRAUSER304516	1303
JIRAUSER304524	1304
JIRAUSER304529	1305
JIRAUSER304531	1306
JIRAUSER304541	1307
JIRAUSER304551	1308
JIRAUSER304566	1309
JIRAUSER304579	1310
JIRAUSER304597	1311
JIRAUSER304617	1312
JIRAUSER304625	1313
JIRAUSER304643	1314
JIRAUSER304650	1315
JIRAUSER304668	1316
JIRAUSER304674	1317
JIRAUSER304692	1318
JIRAUSER304696	1319
JIRAUSER304722	1320
JIRAUSER304769	1321
JIRAUSER304789	1322
JIRAUSER304793	1323
JIRAUSER304795	1324
JIRAUSER304804	1325
JIRAUSER304821	1326
JIRAUSER304836	1327
JIRAUSER304840	1328
JIRAUSER304845	1329
JIRAUSER304846	1330
JIRAUSER304848	1331
JIRAUSER304851	1332
JIRAUSER304856	1333
JIRAUSER304894	1334
JIRAUSER304899	1335
JIRAUSER305006	1336
JIRAUSER305010	1337
JIRAUSER305019	1338
JIRAUSER305022	1339
JIRAUSER305029	1340
JIRAUSER305032	1341
JIRAUSER305036	1342
JIRAUSER305042	1343
JIRAUSER305044	1344
JIRAUSER305048	1345
JIRAUSER305056	1346
JIRAUSER305142	1347
JIRAUSER305162	1348
JIRAUSER305181	1349
JIRAUSER305187	1350
JIRAUSER305188	1351
JIRAUSER305189	1352
JIRAUSER305190	1353
JIRAUSER305197	1354
JIRAUSER305204	1355
JIRAUSER305205	1356
JIRAUSER305228	1357
JIRAUSER305229	1358
JIRAUSER305277	1359
JIRAUSER305279	1360
JIRAUSER305304	1361
JIRAUSER305312	1362
JIRAUSER305313	1363
JIRAUSER305321	1364
JIRAUSER305329	1365
JIRAUSER305334	1366
JIRAUSER305338	1367
JIRAUSER305345	1368
JIRAUSER305346	1369
JIRAUSER305364	1370
JIRAUSER305381	1371
JIRAUSER305385	1372
JIRAUSER305389	1373
JIRAUSER305394	1374
JIRAUSER305408	1375
JIRAUSER305427	1376
JIRAUSER305428	1377
JIRAUSER305453	1378
JIRAUSER305461	1379
JIRAUSER305463	1380
JIRAUSER305468	1381
JIRAUSER305478	1382
JIRAUSER305502	1383
JIRAUSER305513	1384
JIRAUSER305523	1385
JIRAUSER305536	1386
JIRAUSER305541	1387
JIRAUSER305566	1388
JIRAUSER305581	1389
JIRAUSER305589	1390
JIRAUSER305604	1391
JIRAUSER305622	1392
JIRAUSER305629	1393
JIRAUSER305662	1394
JIRAUSER305666	1395
JIRAUSER305667	1396
JIRAUSER305710	1397
JIRAUSER305714	1398
JIRAUSER305722	1399
JIRAUSER305726	1400
JIRAUSER305727	1401
JIRAUSER305729	1402
JIRAUSER305734	1403
JIRAUSER305745	1404
JIRAUSER305752	1405
JIRAUSER305766	1406
JIRAUSER305770	1407
JIRAUSER305779	1408
JIRAUSER305808	1409
JIRAUSER305809	1410
JIRAUSER305814	1411
JIRAUSER305818	1412
JIRAUSER305834	1413
JIRAUSER305836	1414
JIRAUSER305854	1415
JIRAUSER305867	1416
JIRAUSER305871	1417
JIRAUSER305898	1418
JIRAUSER305914	1419
JIRAUSER305915	1420
JIRAUSER305938	1421
JIRAUSER305940	1422
JIRAUSER305947	1423
JIRAUSER305967	1424
JIRAUSER305968	1425
JIRAUSER305990	1426
JIRAUSER305995	1427
JIRAUSER305997	1428
JIRAUSER306010	1429
JIRAUSER306014	1430
JIRAUSER306018	1431
JIRAUSER306021	1432
JIRAUSER306026	1433
JIRAUSER306031	1434
JIRAUSER306040	1435
JIRAUSER306078	1436
JIRAUSER306086	1437
JIRAUSER306129	1438
JIRAUSER306135	1439
JIRAUSER306136	1440
JIRAUSER306172	1441
JIRAUSER306177	1442
JIRAUSER306204	1443
JIRAUSER306231	1444
JIRAUSER306232	1445
JIRAUSER306246	1446
JIRAUSER306247	1447
JIRAUSER306263	1448
JIRAUSER306266	1449
JIRAUSER306270	1450
JIRAUSER306272	1451
JIRAUSER306273	1452
JIRAUSER306276	1453
JIRAUSER306278	1454
JIRAUSER306283	1455
JIRAUSER306289	1456
JIRAUSER306292	1457
JIRAUSER306303	1458
JIRAUSER306341	1459
JIRAUSER306351	1460
JIRAUSER306377	1461
JIRAUSER306398	1462
JIRAUSER306412	1463
JIRAUSER306447	1464
JIRAUSER306451	1465
JIRAUSER306469	1466
JIRAUSER306477	1467
JIRAUSER306488	1468
JIRAUSER306507	1469
JIRAUSER306530	1470
JIRAUSER306533	1471
JIRAUSER306535	1472
JIRAUSER306548	1473
JIRAUSER306581	1474
JIRAUSER306586	1475
JIRAUSER306601	1476
JIRAUSER306609	1477
JIRAUSER306613	1478
JIRAUSER306704	1479
JIRAUSER306709	1480
JIRAUSER306715	1481
JIRAUSER306722	1482
JIRAUSER306736	1483
JIRAUSER306743	1484
JIRAUSER306752	1485
JIRAUSER306759	1486
JIRAUSER306777	1487
JIRAUSER306783	1488
JIRAUSER306807	1489
JIRAUSER306808	1490
JIRAUSER306848	1491
JIRAUSER306853	1492
JIRAUSER306863	1493
JIRAUSER306912	1494
JIRAUSER306915	1495
JIRAUSER306922	1496
JIRAUSER306931	1497
JIRAUSER306946	1498
JIRAUSER306959	1499
JIRAUSER306989	1500
JIRAUSER307007	1501
JIRAUSER307013	1502
JIRAUSER307028	1503
JIRAUSER307032	1504
JIRAUSER307050	1505
JIRAUSER307063	1506
JIRAUSER307078	1507
JIRAUSER307105	1508
JIRAUSER307109	1509
JIRAUSER307183	1510
JIRAUSER307184	1511
JIRAUSER307201	1512
JIRAUSER307202	1513
JIRAUSER307233	1514
JIRAUSER307258	1515
JIRAUSER307261	1516
JIRAUSER307284	1517
JIRAUSER307285	1518
JIRAUSER307298	1519
JIRAUSER307332	1520
JIRAUSER307333	1521
JIRAUSER307345	1522
JIRAUSER307362	1523
JIRAUSER307375	1524
JIRAUSER307380	1525
JIRAUSER307392	1526
JIRAUSER307423	1527
JIRAUSER307432	1528
JIRAUSER307446	1529
JIRAUSER307461	1530
JIRAUSER307473	1531
JIRAUSER307480	1532
JIRAUSER307571	1533
JIRAUSER307600	1534
JIRAUSER307610	1535
^sharma	1536
__andrew	1537
_alexm	1538
_anton	1539
_nn_	1540
_sam_	1541
a	1542
a-polyakov	1543
a.bircakovic	1544
a.gazzarini	1545
a.ionescu	1546
a.ousadou	1547
a.pejakovic	1548
a.pilipenko	1549
a10gupta	1550
a1kaid	1551
a1ray	1552
a1singh	1553
a493172422	1554
a64011144	1555
a9393j	1556
a_adrian	1557
aacept	1558
aadi.anis	1559
aaditya.prodigy	1560
aakashpradeep	1561
aakhmedov	1562
aalexandrov	1563
aalmiray	1564
aalvarez	1565
aantonenko	1566
aaperezl	1567
aaron.wood	1568
aaronlevin	1569
aaronlindsey	1570
aaronmarkham	1571
aaronopferctc	1572
aarrsseni	1573
aartigupta	1574
aartokhy	1575
aash	1576
aasha	1577
aauradkar	1578
aayushbhan	1579
ab	1580
ababiichuk	1581
abaranchuk	1582
abarve	1583
abawany	1584
abayer	1585
abbaspour	1586
abbot	1587
abchaudhri	1588
abdulazizali	1589
abdullah.yousufi_impala_ff43	1590
abdulrahman	1591
abec	1592
abellemare	1593
abellina	1594
abeltian	1595
abernal	1596
abhay1072	1597
abhayk	1598
abhi_2110	1599
abhib4	1600
abhijit.shan	1601
abhijmanrh	1602
abhilak	1603
abhilash1in	1604
abhinavr	1605
abhioncbr	1606
abhish_gl	1607
abhishek.agarwal	1608
abhishek.chouhan	1609
abhishek.dasgupta	1610
abhishek.patil	1611
abhishekbafna	1612
abhishekd	1613
abhishekd0907	1614
abhishektalluri@cloudera.com	1615
abifet	1616
abiletskyi	1617
abipc	1618
abisek@gmail.com	1619
ableegoldman	1620
abmargb	1621
abmodi	1622
aboda	1623
aboudnik	1624
aboudreault	1625
aboullaite	1626
abrahamfine	1627
abranzyck	1628
abroekhuis	1629
abseth	1630
abstractdog	1631
abti	1632
abudnik	1633
abutala	1634
acalfa_impala_b6e0	1635
acelyc111	1636
achals	1637
achavan1@gmail.com	1638
achennagiri	1639
achennaka@cloudera.com	1640
achirita	1641
achoudhary	1642
achowdhe	1643
acmurthy	1644
acoburn	1645
acoliver	1646
aconway	1647
acopich	1648
acoz	1649
acqua.csq	1650
acseidel	1651
acton393	1652
actuaryzhang	1653
adally	1654
adam-markovics	1655
adam-mesos	1656
adam.antal	1657
adam.kunicki	1658
adam.sotona	1659
adamberry	1660
adamhooper	1661
adamjshook	1662
adamkennedy77	1663
adammcdevitt	1664
adamsaghy	1665
adamsd	1666
adamwesterman	1667
adangel	1668
adar	1669
adasari	1670
adav	1671
addisonj@gmail.com	1672
adeb0001	1673
adebreceni	1674
adegtiar	1675
adejanovski	1676
adelapena	1677
adelmelle	1678
adeneche	1679
adenisso	1680
adeshrao	1681
adhoot	1682
adi2	1683
adina	1684
adireddijagadesh@gmail.com	1685
aditi17	1686
aditidixit	1687
aditihilbert	1688
aditiwari	1689
aditya nain	1690
aditya.sharma	1691
adityaas	1692
adityakishore	1693
adityau	1694
admrsh	1695
adol	1696
adongre	1697
adoron	1698
adoroszlai	1699
adouma	1700
adperezmorales	1701
adrian z	1702
adrian-wang	1703
adrianc@hlmksw.com	1704
adriancole	1705
adrianhu96	1706
adriannistor	1707
adriano_crestani	1708
adshieh	1709
aduprat	1710
adutra	1711
advancedxy	1712
aealeksandrov	1713
aegeaner	1714
aeioulisa	1715
aekk1932	1716
aelder	1717
aennassiri	1718
aertoria	1719
afan	1720
afchung90	1721
afedulov	1722
afernandez	1723
affe	1724
afilipchik	1725
afrinjamanbd	1726
afuchs	1727
agam	1728
agavra	1729
agencer	1730
agent007	1731
agepati	1732
aggarwalbindu	1733
aggress	1734
agidaspov	1735
agingade	1736
agirish	1737
agnieszka sell	1738
agoncharuk	1739
agoodman	1740
agrasso	1741
agresch	1742
agrieve	1743
agriffaut	1744
agrisham	1745
agruber	1746
agura	1747
agwells	1748
ahadr	1749
ahart	1750
aharui	1751
aheritier	1752
ahmed.mahran	1753
ahmed.radwan	1754
ahmedaley	1755
ahnj	1756
aholley	1757
aholmber	1758
aholod	1759
ahsancse	1760
ahuddy	1761
ahussein	1762
ahvigil	1763
ahyoung	1764
ai wei	1765
aidan	1766
aiden gong	1767
aidenma	1768
aigor	1769
aihua	1770
aihuaxu	1771
ailzhang	1772
aiphag0	1773
air	1774
airblader	1775
airbots	1776
aitozi	1777
aizhamal	1778
ajain13	1779
ajamato@google.com	1780
ajay bhat	1781
ajayjadhav	1782
ajaykidave	1783
ajayyadava	1784
ajayydv	1785
ajborley	1786
ajbozarth	1787
ajeshpg	1788
ajisakaa	1789
ajithshetty	1790
ajoybhatia	1791
ajs6f	1792
ajsangeetha	1793
ajsquared	1794
akagup	1795
akalashnikov	1796
akandregula	1797
akanksha08	1798
akanungo	1799
akarasulu	1800
akarve	1801
akash.jain	1802
akashrn5	1803
akatona	1804
akber	1805
akbordia	1806
akchin	1807
akekre	1808
akhetarp87	1809
akhilesh_naidu	1810
akhileshchg	1811
akhilpb	1812
akhilsnaik	1813
aki	1814
akihito liang	1815
akiran	1816
akisaya	1817
akkidx	1818
aklochkov	1819
akmodi	1820
akohn	1821
akokachev	1822
akolb	1823
akovacs	1824
akovalenko	1825
akre54	1826
akshay_gupta	1827
akshaydixi	1828
akshaygoyal	1829
akshaygupta	1830
akshink	1831
akumar	1832
akumarb2010	1833
akundu	1834
akurdyumov	1835
al.krinker	1836
al.psc	1837
al11	1838
al_shopov	1839
ala.alkhaldi	1840
alabama	1841
alamb	1842
alan@cloudera.com	1843
alanburlison	1844
alangates	1845
alanlee	1846
alanliang	1847
alanmyrvold	1848
alapha23	1849
alapin	1850
alberskib	1851
albert02lowis	1852
albertlee166@gmail.com	1853
alberto.bustamante.reyes	1854
alberto.gomez	1855
albertvillanova	1856
alchen99	1857
aldair	1858
aldoraine	1859
aldrin	1860
alec.ch	1861
aled.sage	1862
alejandro_anadon@hotmail.com	1863
aleks	1864
aleksandr-m	1865
aleksandr_pashkovskii	1866
aleksei_izmalkin	1867
aleksei_litsov	1868
aleksgor	1869
aleksshulman	1870
alena1108	1871
alendit	1872
alenkaf	1873
alessandro.adamou	1874
alessandro.benedetti	1875
alessio	1876
alex de castro	1877
alex kolonitsky	1878
alex.arkhipov	1879
alex.behm	1880
alex.buck10	1881
alex.leblang_impala_e0fc	1882
alex.ough	1883
alex.parvulescu	1884
alex.rufous	1885
alex.sidorchuk85	1886
alex_hitchins	1887
alex_pl	1888
alexander zhuravlev	1889
alexander_fedosov	1890
alexander_koltsov	1891
alexanderedge	1892
alexanderpreuss	1893
alexandershoshin	1894
alexandra.sava	1895
alexandre.normand	1896
alexandreabreu	1897
alexandreyc	1898
alexangelini	1899
alexaraujo	1900
alexb	1901
alexbaden	1902
alexey kuznetsov	1903
alexey.kudinkin	1904
alexey.lesnov	1905
alexey.tank2	1906
alexeyt820	1907
alexfalappa	1908
alexferreiradev	1909
alexggout	1910
alexhagerman	1911
alexherbert	1912
alexismidon	1913
alexkbit	1914
alexking_lee	1915
alexlehm	1916
alexlevenson	1917
alexliu68	1918
alexodus	1919
alexott	1920
alexr	1921
alexrodriguez	1922
alexvanboxel	1923
alexvk	1924
alexyinhan	1925
alexz	1926
alexzaitzev	1927
alfiewdavidson	1928
alfonsonishikawa	1929
alfonsovaldeza	1930
alfredlu	1931
alibahadirzeybek	1932
alicezhangxiaolu	1933
aliciashu	1934
alien11689	1935
alimcmaster1	1936
alina.abramova	1937
alinegds	1938
alippai	1939
alisdairsullivan	1940
alishap	1941
aliskhakov	1942
alisonyu	1943
alistaire	1944
aljoscha	1945
allan163	1946
allanyan	1947
allee8285	1948
allenfang	1949
allengeorge	1950
allisonwang-db	1951
almaz	1952
almohsin	1953
alo.alt	1954
aloklal99	1955
aloknnikhil	1956
aloknsingh	1957
alopresto	1958
alourie	1959
alown	1960
aloyszhang	1961
alpert	1962
alphalfalfa	1963
alpinegizmo	1964
alsay	1965
alsorokin	1966
alsuliman	1967
altay	1968
alvinhenrick	1969
alwyn	1970
alxavier	1971
alxfyv	1972
alyssa	1973
alzhou	1974
amagyar	1975
amalakar	1976
amaliujia	1977
amalykh	1978
aman.agrawal	1979
amansinha	1980
amansinha100	1981
amansk	1982
amar_kamat	1983
amardeepsj	1984
amareshwari	1985
amargoor	1986
amarlearning	1987
amarnathkarthik	1988
amaroti	1989
amashenkov	1990
amassari	1991
amaya	1992
amb	1993
ambition119	1994
ambreen.kazi	1995
amc	1996
amccague	1997
amccurry	1998
ameetz	1999
amello	2000
amendhekar	2001
ameterko	2002
ameyc	2003
amichai	2004
amignon	2005
amihalyi	2006
amilachinthaka	2007
amilaj	2008
aminadinari19	2009
aminbandeali	2010
amindri	2011
amir.malekpour	2012
amironov	2013
amit.gadaley	2014
amithdk	2015
amithsha	2016
amitj	2017
amitjain	2018
amitkabraiiit	2019
amitkumar_ghatwal	2020
amitsela	2021
amiyachakraborty	2022
ammachado	2023
amogh.vasekar	2024
amoghdesai	2025
amoghtiwari	2026
amol-	2027
amolfasale	2028
amollele	2029
amon	2030
amontalenti	2031
amoran	2032
amorton	2033
amosbird	2034
amoudi	2035
amrk7	2036
amuraru	2037
amurmann	2038
amuseme.lu	2039
ana4	2040
anakrasteva	2041
analog.sony	2042
anand inguva	2043
anandmazumdar	2044
anantdamle	2045
ananthg.apex	2046
ananysin	2047
anastasiavela	2048
anatole	2049
anatoli.fomenko	2050
anatolii_siuniaev	2051
anbu78	2052
anchela	2053
ancosen	2054
and1000	2055
anderson.900	2056
andharris	2057
andimb83	2058
andk	2059
andmed	2060
andorm	2061
andralungu	2062
andras.piros	2063
andrea.nuzzolese	2064
andrea.patricelli	2065
andrea.reale	2066
andreapatricelli	2067
andreaturli	2068
andrei.dulvac	2069
andreina	2070
andreoss	2071
andrew efimov	2072
andrew xia	2073
andrew.dzak	2074
andrew.kennedy	2075
andrew.musselman	2076
andrew.rowson	2077
andrew.tolbert	2078
andrew.wang	2079
andrew.wong	2080
andrew.yatskovets	2081
andrew_lin	2082
andrew_palumbo	2083
andrewcheng	2084
andrewchoi5	2085
andrewfayres	2086
andrewhsiehth	2087
andrewhsu	2088
andrewlincong@gmail.com	2089
andrewlxia	2090
andrewmcleod	2091
andrewmlim	2092
andrewnewrelic	2093
andrewor14	2094
andrewp	2095
andrewsmith87	2096
andreww	2097
andrey-kuznetsov	2098
andrey.dyachkov@gmail.com	2099
andreym	2100
andreyvel	2101
andrioni	2102
andrius driu	2103
andronat	2104
andrus	2105
andschwa	2106
andy.seaborne	2107
andy7904	2108
andy@hybridized.org	2109
andy_b	2110
andybi7676	2111
andyg	2112
andygrove	2113
andym01	2114
andyp	2115
andypang	2116
andyscho	2117
andytaylor	2118
angelamwang	2119
angelboxes	2120
angellandros	2121
angeloh	2122
angerszhu	2123
angerszhuuu	2124
angoenka	2125
angozhiy	2126
anha	2127
anicoara	2128
anigam	2129
anikakelhanka	2130
aniket	2131
aniket.alhat	2132
aniket486	2133
aniketadnaik	2134
anilg	2135
anilgupta84	2136
animenon	2137
anindya.sinha	2138
anis	2139
anis016	2140
anishek	2141
anitajebaraj	2142
anjali_norwood	2143
ankeet.maini	2144
ankir	2145
ankit.singhal	2146
ankit@apache.org	2147
ankita.sinha	2148
ankovalyshyn	2149
ankuragr04	2150
ankurcha	2151
ankurd	2152
ankurgarg9	2153
ankush13	2154
ankushkhanna22	2155
anlei	2156
anmunoz	2157
anmyachev	2158
anna.budai	2159
annaqin	2160
annieburgess	2161
anntinutj	2162
anobis	2163
anoop.hbase	2164
anoopsamjohn	2165
anoopsharma	2166
anovikov	2167
anshul.gupta	2168
anshulg	2169
anshumg	2170
anson627	2171
ansonl	2172
antheque	2173
anthony grasso	2174
anthony.murphy	2175
anthony.young-garner@cloudera.com	2176
anthony@cloudera.com	2177
anthonylouis	2178
anthonyv.be	2179
anthonyxu	2180
antiguru	2181
antkr	2182
antlypls	2183
antn.kutuzov	2184
antndk	2185
antoine rocheteau	2186
anton.kirillov	2187
anton.lin1	2188
anton.nazaruk@gmail.com	2189
anton.potemkin	2190
antoniodiegoluz@gmail.com	2191
antonovsergey93	2192
antonymayi	2193
anu	2194
anubhavk	2195
anubhavtarar	2196
anujbhan	2197
anujphadke	2198
anukin	2199
anupama	2200
anupamseth	2201
anupshirolkar	2202
anuragkh	2203
anuragmantri	2204
anuragshekhar	2205
anweban@gmail.com	2206
anyili	2207
aocsa	2208
aoe	2209
aokolnychyi	2210
aonikolaev	2211
aonishuk	2212
aouyang1	2213
aoxiang	2214
ap.giannakidis	2215
apache9	2216
apachespark	2217
apagano	2218
apakulov	2219
apappu@hortonworks.com	2220
apche-px	2221
aperepel	2222
apetresc	2223
apilloud	2224
apilo	2225
apivovarov	2226
aplatonov	2227
aploetz	2228
aplusplus	2229
apol	2230
apolovtcev	2231
apoorvmittal10	2232
apoorvnaik	2233
aposney	2234
apovzner	2235
app-tarush	2236
apparition	2237
appchemist	2238
appodictic	2239
apptionmatt	2240
appy	2241
aprabhakar	2242
aprateek	2243
apupier	2244
apurohit	2245
apurtell	2246
apurva	2247
aradzinski	2248
arae_argyle	2249
arafalov	2250
arafsheikh	2251
arastoul	2252
aratnofsky	2253
araujo_impala_fd90	2254
aravi5	2255
arawat	2256
arbaobao	2257
archanat	2258
archon	2259
ardagan	2260
ardot	2261
aregm	2262
arekkusu	2263
arf1	2264
arganzheng	2265
argel_lee	2266
arhimondr	2267
ari	2268
arina	2269
arindamg	2270
arjun4084346	2271
arjun_kr	2272
arjung	2273
arjunmishra13	2274
arkadiusx	2275
arkurth	2276
armaansarkar	2277
armandgrillet	2278
armax00	2279
armstrongya	2280
arnaudsimon	2281
arne	2282
arnold	2283
aroch	2284
arodoni_cloudera	2285
arojas	2286
aromanenko	2287
aromero	2288
aron.tao	2289
arosca	2290
arostami	2291
arota	2292
arpitagarwal	2293
arpitgupta	2294
arpsian	2295
arqgabyortiz	2296
arshad.mohammad	2297
arshadmatin20	2298
arshak	2299
artem budnikov	2300
artemvel	2301
arthur sadykov	2302
arthurpeng	2303
artiship	2304
artnaseef	2305
artsem.semianenka	2306
artsiom	2307
artsiom_panko	2308
artukhov	2309
artur.khanin	2310
arturmuradimov77	2311
arturobernalg	2312
arunava.sinha	2313
arunkumar	2314
arunlakshman	2315
arunmahadevan	2316
arunmk	2317
arunodhaya80	2318
arunpati	2319
arusinha	2320
arvid	2321
arvind-narain	2322
arvind.narain	2323
arw2019	2324
aryangupta1998	2325
as2	2326
as3233	2327
asamerh4	2328
asamir	2329
asanjar	2330
asanso	2331
asasvari	2332
asbachb	2333
ascarpino	2334
ascherbakov	2335
asekretenko	2336
aseldawy	2337
aserbin	2338
asereda	2339
asfedotov	2340
asfgriff	2341
ash211	2342
ash26389	2343
ashahab	2344
ashahid7	2345
ashakirin	2346
ashapkin	2347
ashar103	2348
asherman	2349
ashetkar	2350
ashettia	2351
ashikjm	2352
ashiou	2353
ashish singhi	2354
ashish-kumar-sharma	2355
ashish.tadose@gmail.com	2356
ashish1269	2357
ashmeetlamba	2358
ashulin	2359
ashutak	2360
ashutosh	2361
ashutosh.bapat	2362
ashutosh_jindal	2363
ashutoshc	2364
ashutoshk	2365
ashutoshm	2366
ashvin	2367
ashwinkolhatkar	2368
ashwinm_uber	2369
ashwinmurthy	2370
ashwinshankar77	2371
asifdxtreme	2372
asikaria	2373
asinkovits	2374
asl	2375
asmotrakov	2376
asmuts	2377
asolimando	2378
asottileyelp	2379
asq	2380
asreekumar	2381
asrivas	2382
assaf.mendelson	2383
astadtler	2384
asteingress	2385
astelmak	2386
asthiwanka	2387
astitcher	2388
astromahi	2389
astroshim	2390
asunwoo	2391
asuresh	2392
asutosh_pandya	2393
aswinshakil	2394
at-fieldless	2395
atais	2396
atanumishra	2397
ataraxer	2398
atfornes	2399
atkach	2400
atm	2401
atosystem	2402
atovk	2403
atri	2404
atris	2405
atrivedi	2406
atsikiridis	2407
attilacsordas	2408
attilaj	2409
attilakreiner	2410
attilapiros	2411
atul_dambalkar	2412
atuldambalkar	2413
atulsm	2414
atumanov	2415
aubonbeurre	2416
aucahuasi	2417
augustoasilva	2418
aurlien	2419
auso	2420
austince	2421
austincv	2422
autayeu	2423
authuir	2424
automaticgiant	2425
autophagy	2426
av	2427
avalsa	2428
avandana	2429
avasile	2430
avati	2431
ave	2432
averell	2433
avf	2434
avia	2435
aviemzur	2436
avijayan	2437
avikg	2438
avilevi	2439
avinash@mesosphere.io	2440
avinogradov	2441
avinz50	2442
avivey	2443
avneet15	2444
avnerb	2445
avsamit6600	2446
aw	2447
awasum	2448
aweisberg	2449
awilkinson	2450
awked06	2451
axelmagn	2452
axelsync	2453
axeman	2454
axiak	2455
axiom17	2456
ay	2457
ayachi_nene	2458
ayappan	2459
aydar zaynutdinov	2460
aydar.farrakhov	2461
ayesha12	2462
ayousufi	2463
ayubkhan	2464
ayush	2465
ayushi_22	2466
ayushmantri	2467
ayushmnnit	2468
ayushtkn	2469
ayz15	2470
azagrebin	2471
azai91	2472
azaroth	2473
azotcsit	2474
azurezk	2475
azuriel	2476
azuryy	2477
b.eckenfels	2478
b.hanotte	2479
b.maidics	2480
baali	2481
bachelorsu	2482
badai	2483
baedke	2484
bafu	2485
baggio000	2486
bago	2487
bago.amirbekian	2488
bahlulh	2489
bahus	2490
baibaichen	2491
baibaiwuchang	2492
baisui	2493
bakaid	2494
baksmj	2495
bakul	2496
bala kaza	2497
balaji.seshadri@dish.com	2498
balamahesh_11	2499
balamark	2500
balancap	2501
balapal	2502
balashashanka	2503
balazs.meszaros	2504
balesh2	2505
baluchicken	2506
bamnet	2507
banecogic	2508
banjo	2509
bankim	2510
banmeet.singh	2511
banmoy	2512
baobaoyeye	2513
baohe zhang	2514
baotuquan	2515
barakbn@gmail.com	2516
barakm	2517
barcahead	2518
barry.oglesby	2519
barryjones	2520
bartek plotka	2521
bartmaer	2522
bas_vdl	2523
bashitha	2524
basti.lj	2525
batkinson	2526
batman39	2527
baugarten	2528
baunsgaard	2529
bayard	2530
bbannier	2531
bbayani	2532
bbeaudreault	2533
bbejeck	2534
bbender	2535
bbergquist	2536
bbevens	2537
